Sp	BOLD	GenBank
Operophtera brumata	GBMIN21401-13	JQ616418
Operophtera brumata	GBMIN21402-13	JQ616416
Operophtera brumata	GBMIN21380-13	JQ616460
Operophtera brumata	GBMIN21381-13	JQ616458
Operophtera brumata	GBMIN21382-13	JQ616456
Operophtera brumata	GBMIN21628-13	JQ616483
Operophtera brumata	GBMIN21633-13	JQ616471
Operophtera brumata	GBMIN21634-13	JQ616469
Operophtera brumata	GBMIN21635-13	JQ616467
Operophtera brumata	GBMIN21636-13	JQ616465
Operophtera brumata	GBMIN21637-13	JQ616463
Operophtera brumata	GBMIN21638-13	JQ616461
Operophtera brumata	GBMIN21639-13	JQ616459
Operophtera brumata	GBMIN21640-13	JQ616457
Operophtera brumata	GBMIN21641-13	JQ616455
Operophtera brumata	GBMIN21642-13	JQ616453
Operophtera brumata	GBMIN21643-13	JQ616451
Operophtera brumata	GBMIN21644-13	JQ616449
Operophtera brumata	GBMIN21645-13	JQ616447
Operophtera brumata	GBMIN21646-13	JQ616445
Operophtera brumata	GBMIN21647-13	JQ616443
Operophtera brumata	GBMIN21648-13	JQ616441
Operophtera brumata	GBMIN21649-13	JQ616439
Operophtera brumata	GBMIN21650-13	JQ616437
Operophtera brumata	GBMIN21651-13	JQ616435
Operophtera brumata	GBMIN21652-13	JQ616433
Operophtera brumata	GBMIN21653-13	JQ616431
Operophtera brumata	GBMIN21654-13	JQ616429
Operophtera brumata	GBMIN21655-13	JQ616427
Operophtera brumata	GBMIN21656-13	JQ616425
Operophtera brumata	GBMIN21657-13	JQ616423
Operophtera brumata	GBMIN21658-13	JQ616421
Operophtera brumata	GBMIN21659-13	JQ616419
Operophtera brumata	GBMIN21660-13	JQ616417
Operophtera brumata	PDOWM008-13	JQ616243
Operophtera brumata	PDOWM018-13	JQ616244
Operophtera brumata	GBMTG5714-16	NC_027723
Operophtera brumata	SMTPM2936-15	MG364443
Operophtera brumata	SMTPM2945-15	MG362772
Operophtera brumata	SMTPM2951-15	MG359956
Operophtera brumata	SMTPL9855-15	MG364445
Operophtera brumata	SMTPM2944-15	MG363488
Operophtera brumata	SMTPM2948-15	MG357054
Operophtera brumata	SSPEA1199-15	MG466845
Operophtera brumata	SMTPM2939-15	MG364903
Operophtera brumata	SMTPM2949-15	MG363041
Operophtera brumata	SMTPM2950-15	MG359780
Operophtera brumata	GWORG075-08	JF415264
Operophtera brumata	LBCG3436-09	HQ649006
Operophtera brumata	LBCG3430-09	HQ649009
Operophtera brumata	LBCG3433-09	HQ649008
Operophtera brumata	LBCG3434-09	HQ649007
Operophtera brumata	NINA002-13	NA
Operophtera brumata	NINA005-13	NA
Operophtera brumata	NINA006-13	NA
Operophtera brumata	NINA007-13	NA
Operophtera brumata	NINA015-13	NA
Operophtera brumata	NINA019-13	NA
Operophtera brumata	NINA021-13	NA
Operophtera brumata	NINA022-13	NA
Operophtera brumata	NINA023-13	NA
Operophtera brumata	NINA025-13	NA
Operophtera brumata	NINA026-13	NA
Operophtera brumata	NINA030-13	NA
Operophtera brumata	NINA036-13	NA
Operophtera brumata	NINA047-13	NA
Operophtera brumata	NINA051-13	NA
Operophtera brumata	NINA056-13	NA
Operophtera brumata	NINA059-13	NA
Operophtera brumata	NINA060-13	NA
Operophtera brumata	NINA064-13	NA
Operophtera brumata	NINA065-13	NA
Operophtera brumata	NINA066-13	NA
Operophtera brumata	NINA077-13	NA
Operophtera brumata	NINA081-13	NA
Operophtera brumata	NINA092-13	NA
Operophtera brumata	NINA108-13	NA
Operophtera brumata	NINA121-13	NA
Operophtera brumata	NINA122-13	NA
Operophtera brumata	NINA127-13	NA
Operophtera brumata	NINA113-13	NA
Operophtera brumata	NINA131-13	NA
Operophtera brumata	NINA139-13	NA
Operophtera brumata	NINA152-13	NA
Operophtera brumata	NINA154-13	NA
Operophtera brumata	NINA157-13	NA
Operophtera brumata	NINA160-13	NA
Operophtera brumata	NINA169-13	NA
Operophtera brumata	NINA172-13	NA
Operophtera brumata	NINA175-13	NA
Operophtera brumata	NINA176-13	NA
Operophtera brumata	NINA185-13	NA
Operophtera brumata	NINA186-13	NA
Operophtera brumata	NINA189-13	NA
Operophtera brumata	NINA190-13	NA
Operophtera brumata	NINA202-13	NA
Operophtera brumata	NINA196-13	NA
Operophtera brumata	NINA203-13	NA
Operophtera brumata	NINA204-13	NA
Operophtera brumata	NINA205-13	NA
Operophtera brumata	NINA211-13	NA
Operophtera brumata	NINA213-13	NA
Operophtera brumata	NINA215-13	NA
Operophtera brumata	NINA233-13	NA
Operophtera brumata	NINA234-13	NA
Operophtera brumata	NINA236-13	NA
Operophtera brumata	NINA242-13	NA
Operophtera brumata	NINA245-13	NA
Operophtera brumata	NINA249-13	NA
Operophtera brumata	NINA251-13	NA
Operophtera brumata	NINA252-13	NA
Operophtera brumata	NINA257-13	NA
Operophtera brumata	NINA266-13	NA
Operophtera brumata	NINA287-13	NA
Operophtera brumata	NINA290-13	NA
Operophtera brumata	NINA307-13	NA
Operophtera brumata	NINA312-13	NA
Operophtera brumata	NINA314-13	NA
Operophtera brumata	NINA317-13	NA
Operophtera brumata	NINA320-13	NA
Operophtera brumata	NINA325-13	NA
Operophtera brumata	NINA327-13	NA
Operophtera brumata	NINA334-13	NA
Operophtera brumata	NINA338-13	NA
Operophtera brumata	NINA342-13	NA
Operophtera brumata	NINA362-13	NA
Operophtera brumata	NINA368-13	NA
Operophtera brumata	NINA044-13	NA
Operophtera brumata	NINA053-13	NA
Operophtera brumata	NINA072-13	NA
Operophtera brumata	NINA171-13	NA
Operophtera brumata	NINA178-13	NA
Operophtera brumata	NINA359-13	NA
Operophtera brumata	NINA091-13	NA
Operophtera brumata	NINA214-13	NA
Operophtera brumata	NINA217-13	NA
Operophtera brumata	NINA227-13	NA
Operophtera brumata	NINA228-13	NA
Operophtera brumata	NINA256-13	NA
Operophtera brumata	NINA279-13	NA
Operophtera brumata	NINA300-13	NA
Operophtera brumata	NINA130-13	NA
Operophtera brumata	NINA151-13	NA
Operophtera brumata	NINA150-13	NA
Operophtera brumata	NINA191-13	NA
Operophtera brumata	NINA188-13	NA
Operophtera brumata	NINA244-13	NA
Operophtera brumata	PDOWM156-13	JQ616334
Operophtera brumata	PDOWM006-13	JQ616259
Operophtera brumata	PDOWM009-13	JQ616260
Operophtera brumata	PDOWM010-13	JQ616261
Operophtera brumata	PDOWM017-13	JQ616262
Operophtera brumata	PDOWM019-13	JQ616263
Operophtera brumata	PDOWM020-13	JQ616264
Operophtera brumata	PDOWM021-13	JQ616265
Operophtera brumata	PDOWM022-13	JQ616266
Operophtera brumata	PDOWM023-13	JQ616267
Operophtera brumata	PDOWM024-13	JQ616268
Operophtera brumata	PDOWM025-13	JQ616269
Operophtera brumata	PDOWM027-13	JQ616270
Operophtera brumata	PDOWM029-13	JQ616271
Operophtera brumata	PDOWM007-13	JQ616305
Operophtera brumata	PDOWM042-13	JQ616300
Operophtera brumata	PDOWM043-13	JQ616301
Operophtera brumata	PDOWM045-13	JQ616302
Operophtera brumata	PDOWM046-13	JQ616303
Operophtera brumata	PDOWM048-13	JQ616298
Operophtera brumata	PDOWM049-13	JQ616306
Operophtera brumata	PDOWM053-13	JQ616307
Operophtera brumata	PDOWM099-13	JQ616297
Operophtera brumata	PDOWM101-13	JQ616308
Operophtera brumata	PDOWM102-13	JQ616309
Operophtera brumata	PDOWM103-13	JQ616293
Operophtera brumata	PDOWM105-13	JQ616310
Operophtera brumata	PDOWM107-13	JQ616311
Operophtera brumata	PDOWM109-13	JQ616208
Operophtera brumata	PDOWM110-13	JQ616210
Operophtera brumata	PDOWM112-13	JQ616211
Operophtera brumata	PDOWM123-13	JQ616295
Operophtera brumata	PDOWM126-13	JQ616296
Operophtera brumata	PDOWM117-13	JQ616294
Operophtera brumata	PDOWM118-13	JQ616312
Operophtera brumata	PDOWM127-13	JQ616313
Operophtera brumata	PDOWM128-13	JQ616299
Operophtera brumata	PDOWM129-13	JQ616212
Operophtera brumata	PDOWM133-13	JQ616314
Operophtera brumata	PDOWM201-13	JQ616209
Operophtera brumata	PDOWM220-13	JQ616315
Operophtera brumata	PDOWM221-13	JQ616316
Operophtera brumata	PDOWM222-13	JQ616317
Operophtera brumata	PDOWM223-13	JQ616213
Operophtera brumata	PDOWM225-13	JQ616318
Operophtera brumata	PDOWM226-13	JQ616319
Operophtera brumata	PDOWM228-13	JQ616214
Operophtera brumata	PDOWM229-13	JQ616215
Operophtera brumata	PDOWM230-13	JQ616320
Operophtera brumata	PDOWM232-13	JQ616321
Operophtera brumata	PDOWM233-13	JQ616322
Operophtera brumata	PDOWM260-13	JQ616216
Operophtera brumata	PDOWM261-13	JQ616207
Operophtera brumata	PDOWM262-13	JQ616217
Operophtera brumata	PDOWM263-13	JQ616218
Operophtera brumata	PDOWM264-13	JQ616219
Operophtera brumata	PDOWM266-13	JQ616323
Operophtera brumata	PDOWM267-13	JQ616324
Operophtera brumata	PDOWM272-13	JQ616220
Operophtera brumata	PDOWM282-13	JQ616221
Operophtera brumata	PDOWM285-13	JQ616222
Operophtera brumata	PDOWM286-13	JQ616223
Operophtera brumata	PDOWM287-13	JQ616224
Operophtera brumata	PDOWM288-13	JQ616225
Operophtera brumata	PDOWM289-13	JQ616226
Operophtera brumata	PDOWM291-13	JQ616227
Operophtera brumata	PDOWM293-13	JQ616228
Operophtera brumata	PDOWM044-13	JQ616376
Operophtera brumata	PDOWM050-13	JQ616339
Operophtera brumata	PDOWM052-13	JQ616338
Operophtera brumata	PDOWM061-13	JQ616342
Operophtera brumata	PDOWM062-13	JQ616343
Operophtera brumata	PDOWM063-13	JQ616344
Operophtera brumata	PDOWM065-13	JQ616345
Operophtera brumata	PDOWM066-13	JQ616346
Operophtera brumata	PDOWM070-13	JQ616347
Operophtera brumata	PDOWM071-13	JQ616341
Operophtera brumata	PDOWM072-13	JQ616348
Operophtera brumata	PDOWM073-13	JQ616349
Operophtera brumata	PDOWM074-13	JQ616350
Operophtera brumata	PDOWM076-13	JQ616351
Operophtera brumata	PDOWM077-13	JQ616352
Operophtera brumata	PDOWM078-13	JQ616353
Operophtera brumata	PDOWM079-13	JQ616354
Operophtera brumata	PDOWM080-13	JQ616355
Operophtera brumata	PDOWM108-13	JQ616340
Operophtera brumata	PDOWM085-13	JQ616252
Operophtera brumata	PDOWM131-13	JQ616253
Operophtera brumata	PDOWM084-13	JQ616370
Operophtera brumata	PDOWM091-13	JQ616372
Operophtera brumata	PDOWM095-13	JQ616358
Operophtera brumata	PDOWM097-13	JQ616368
Operophtera brumata	PDOWM098-13	JQ616371
Operophtera brumata	PDOWM124-13	JQ616359
Operophtera brumata	PDOWM440-13	JQ616360
Operophtera brumata	PDOWM441-13	JQ616361
Operophtera brumata	PDOWM442-13	JQ616362
Operophtera brumata	PDOWM443-13	JQ616363
Operophtera brumata	PDOWM444-13	JQ616364
Operophtera brumata	PDOWM445-13	JQ616365
Operophtera brumata	PDOWM446-13	JQ616366
Operophtera brumata	PDOWM447-13	JQ616367
Operophtera brumata	PDOWM243-13	JQ616249
Operophtera brumata	PDOWM199-13	JQ616233
Operophtera brumata	PDOWM231-13	JQ616234
Operophtera brumata	PDOWM273-13	JQ616235
Operophtera brumata	PDOWM275-13	JQ616231
Operophtera brumata	PDOWM278-13	JQ616236
Operophtera brumata	PDOWM279-13	JQ616237
Operophtera brumata	PDOWM292-13	JQ616238
Operophtera brumata	PDOWM294-13	JQ616239
Operophtera brumata	PDOWM148-13	JQ616275
Operophtera brumata	PDOWM149-13	JQ616276
Operophtera brumata	PDOWM150-13	JQ616277
Operophtera brumata	PDOWM154-13	JQ616278
Operophtera brumata	PDOWM155-13	JQ616279
Operophtera brumata	PDOWM158-13	JQ616280
Operophtera brumata	PDOWM200-13	JQ616281
Operophtera brumata	PDOWM341-13	JQ616272
Operophtera brumata	PDOWM424-13	JQ616273
Operophtera brumata	PDOWM284-13	JQ616289
Operophtera brumata	PDOWM290-13	JQ616290
Operophtera brumata	PDOWM425-13	JQ616257
Operophtera brumata	PDOWM358-13	JQ616251
Operophtera brumata	PDOWM434-13	JQ616286
Operophtera brumata	SMTPM2938-15	MG358310
Operophtera brumata	SMTPM2946-15	MG362725
Operophtera brumata	SMTPM2947-15	MG365371
Operophtera brumata	SMTPM3163-15	MG360941
Papilio canadensis	GBGL6450-09	EF126444
Papilio canadensis	RDLQ012-05	NA
Papilio canadensis	XAE574-04	GU092550
Papilio canadensis	GBGL0126-06	AF044014
Papilio canadensis	BBLPA286-10	JF841325
Papilio canadensis	BBLPA289-10	JF841328
Papilio canadensis	CNRME1817-12	KM541646
Papilio canadensis	DIMC082-09	GU013642
Papilio canadensis	GBGL3922-07	EF126445
Papilio canadensis	GBGL3927-07	EF126440
Papilio canadensis	GBGL3935-07	EF126432
Papilio canadensis	GBGL6451-09	EF126443
Papilio canadensis	GBGL7256-10	FJ808894
Papilio canadensis	GBGL7257-10	FJ808893
Papilio canadensis	GBGL7258-10	FJ808892
Papilio canadensis	GBGL7259-10	FJ808891
Papilio canadensis	GBGL7260-10	FJ808890
Papilio canadensis	GBGL7261-10	FJ808889
Papilio canadensis	GBGL7262-10	FJ808888
Papilio canadensis	LCHQ915-08	KT130133
Papilio canadensis	LPSK099-08	KM547277
Papilio canadensis	LPSOB740-08	KT129609
Papilio canadensis	NGSFT1506-15	NA
Papilio canadensis	RDBBC039-05	NA
Papilio canadensis	RDHP192-05	NA
Papilio canadensis	SSEIA7727-13	KM540526
Papilio canadensis	SSEIA7728-13	KM544174
Papilio canadensis	SSEIB12912-13	KM550886
Papilio canadensis	SSEIC7346-13	KM545095
Papilio canadensis	SSJAF4896-13	KM540752
Papilio canadensis	SSKJC406-14	MG469800
Papilio canadensis	SSKJC409-14	MG465384
Papilio canadensis	SSKUB9246-15	MG464258
Papilio canadensis	UAMIC460-13	KU875740
Papilio canadensis	CNCBF604-14	NA
Papilio canadensis	RDHP191-05	NA
Papilio canadensis	XAJ969-06	KT133738
Papilio canadensis	BBLPA290-10	JF841329
Papilio canadensis	BBLPA291-10	JF841330
Papilio canadensis	BBLPA292-10	JF841331
Papilio canadensis	BBLPA293-10	JF841332
Papilio canadensis	BBLPE636-10	HM416168
Papilio canadensis	BBLPE647-10	HM416179
Papilio canadensis	BBLPE649-10	HM416181
Papilio canadensis	BBLWU284-09	HM428659
Papilio canadensis	CNCBF1166-15	NA
Papilio canadensis	CNCBF934-14	NA
Papilio canadensis	EZBNA181-07	NA
Papilio canadensis	EZBNA433-07	NA
Papilio canadensis	EZBNA434-07	NA
Papilio canadensis	EZBNA436-07	NA
Papilio canadensis	EZBNB198-08	KT135240
Papilio canadensis	EZBNB403-08	KT146981
Papilio canadensis	HBNKB165-07	NA
Papilio canadensis	HBNKB166-07	NA
Papilio canadensis	LCHP981-07	KT145966
Papilio canadensis	LEPRR033-08	NA
Papilio canadensis	LEPRR034-08	NA
Papilio canadensis	LPMN241-08	KM545469
Papilio canadensis	LPMN460-08	KM554515
Papilio canadensis	LPSOB165-08	KM549449
Papilio canadensis	LPSOB334-08	KM542389
Papilio canadensis	LPSOC464-08	KM545398
Papilio canadensis	RDBBC015-05	NA
Papilio canadensis	RDBBC195-05	NA
Papilio canadensis	RDBBC196-05	NA
Papilio canadensis	RDBBC197-05	NA
Papilio canadensis	RDBBC235-05	NA
Papilio canadensis	UAMIC388-13	KU875739
Papilio canadensis	YTLEP290-12	NA
Papilio canadensis	YTLEP323-12	NA
Papilio canadensis	GBGL3928-07	EF126439
Papilio canadensis	GBGL3929-07	EF126438
Papilio canadensis	GBGL3930-07	EF126437
Papilio canadensis	GBGL3931-07	EF126436
Papilio canadensis	GBGL3932-07	EF126435
Papilio canadensis	GBGL3933-07	EF126434
Papilio canadensis	GBGL3934-07	EF126433
Papilio canadensis	GBGL6452-09	EF126442
Papilio canadensis	GBGL6453-09	EF126441
Papilio canadensis	GBGL7263-10	FJ808887
Papilio canadensis	GBGL7264-10	FJ808886
Papilio glaucus	LGSMC948-05	GU089129
Papilio glaucus	LGSMC949-05	GU089128
Papilio glaucus	GBGL19799-15	KR822739
Papilio glaucus	BBLOB1625-11	NA
Papilio glaucus	BBLOC645-11	NA
Papilio glaucus	BBLOD1881-11	NA
Papilio glaucus	GBGL0125-06	AF044013
Papilio glaucus	GBGL23508-19	KP174097
Papilio glaucus	GBGL3893-07	EF126474
Papilio glaucus	GBGL3894-07	EF126473
Papilio glaucus	GBGL3895-07	EF126472
Papilio glaucus	GBGL3898-07	EF126469
Papilio glaucus	GBGL3903-07	EF126464
Papilio glaucus	GBGL3909-07	EF126458
Papilio glaucus	GBGL3910-07	EF126457
Papilio glaucus	GBGL3911-07	EF126456
Papilio glaucus	GBGL3915-07	EF126452
Papilio glaucus	GBGL3916-07	EF126451
Papilio glaucus	GBGL3918-07	EF126449
Papilio glaucus	GBGL4971-08	EU141368
Papilio glaucus	GBGL6446-09	EF126462
Papilio glaucus	GBGL6447-09	EF126461
Papilio glaucus	GBGL6448-09	EF126460
Papilio glaucus	GBGL6449-09	EF126459
Papilio glaucus	GBMIN71098-17	KP174096
Papilio glaucus	GBMIN86886-17	KT286455
Papilio glaucus	LEPRR036-08	NA
Papilio glaucus	LGSMD620-05	NA
Papilio glaucus	LGSMG293-07	NA
Papilio glaucus	RDBBC548-05	NA
Papilio glaucus	USLEP1561-10	HQ985596
Papilio glaucus	LGSM827-04	GU090087
Papilio glaucus	LGSM830-04	GU090088
Papilio glaucus	LGSMD621-05	NA
Papilio glaucus	LGSMD622-05	NA
Papilio glaucus	LGSMD623-05	NA
Papilio glaucus	LOTB269-05	GU087500
Papilio glaucus	LPSO629-08	KM548369
Papilio glaucus	LTOL037-06	KF491982
Papilio glaucus	MECD380-06	NA
Papilio glaucus	MECD381-06	NA
Papilio glaucus	MECD382-06	NA
Papilio glaucus	MECD383-06	NA
Papilio glaucus	PMLV004-05	NA
Papilio glaucus	RDBBC569-05	NA
Papilio glaucus	RDBBC570-05	NA
Papilio glaucus	GBGL19800-15	NC_027252
Papilio glaucus	GBGL3897-07	EF126470
Papilio glaucus	GBGL3899-07	EF126468
Papilio glaucus	GBGL3904-07	EF126463
Papilio glaucus	GBGL3912-07	EF126455
Papilio glaucus	GBGL3913-07	EF126454
Papilio glaucus	GBGL3914-07	EF126453
Papilio glaucus	GBGL3917-07	EF126450
Papilio glaucus	GBGL3896-07	EF126471
Papilio glaucus	GBGL3900-07	EF126467
Papilio glaucus	GBGL3920-07	EF126447
Papilio glaucus	GBGL3921-07	EF126446
Papilio glaucus	GBGL3901-07	EF126466
Papilio glaucus	GBGL3902-07	EF126465
Papilio glaucus	GBGL3919-07	EF126448
Papilio machaon	NA	KJ363220.1
Phaulacridium marginale	NA	JN409778.1
Phaulacridium marginale	NA	JN409766.1
Phaulacridium marginale	NA	JN409793.1
Phaulacridium marginale	NA	JN409775.1
Phaulacridium marginale	NA	JN409802.1
Phaulacridium marginale	NA	JN409770.1
Phaulacridium marginale	NA	JN409762.1
Phaulacridium marginale	NA	JN409805.1
Phaulacridium marginale	NA	JN409747.1
Phaulacridium marginale	NA	JN409760.1
Phaulacridium marginale	NA	JN409772.1
Phaulacridium marginale	NA	JN409785.1
Phaulacridium marginale	NA	JN409773.1
Phaulacridium marginale	NA	JN409797.1
Phaulacridium marginale	NA	JN409804.1
Phaulacridium marginale	NA	JN409803.1
Phaulacridium marginale	NA	JN409753.1
Phaulacridium marginale	NA	JN409751.1
Phaulacridium marginale	NA	JN409777.1
Phaulacridium marginale	NA	JN409788.1
Phaulacridium marginale	NA	JN409765.1
Phaulacridium marginale	NA	JN409748.1
Phaulacridium marginale	NA	JN409789.1
Phaulacridium marginale	NA	JN409791.1
Phaulacridium marginale	NA	JN409741.1
Phaulacridium marginale	NA	JN409756.1
Phaulacridium marginale	NA	JN409774.1
Phaulacridium marginale	NA	JN409752.1
Phaulacridium marginale	NA	JN409794.1
Phaulacridium marginale	NA	JN409790.1
Phaulacridium marginale	NA	JN409743.1
Phaulacridium marginale	NA	JN409783.1
Phaulacridium marginale	NA	JN409796.1
Phaulacridium marginale	NA	JN409755.1
Phaulacridium marginale	NA	JN409784.1
Phaulacridium marginale	NA	JN409798.1
Phaulacridium marginale	NA	JN409786.1
Phaulacridium marginale	NA	JN409801.1
Phaulacridium marginale	NA	JN409780.1
Phaulacridium marginale	NA	JN409787.1
Phaulacridium marginale	NA	JN409749.1
Phaulacridium marginale	NA	JN409744.1
Phaulacridium marginale	NA	JN409742.1
Phaulacridium marginale	NA	JN409799.1
Phaulacridium marginale	NA	JN409792.1
Phaulacridium marginale	NA	JN409800.1
Phaulacridium marginale	NA	JN409795.1
Phaulacridium marginale	NA	JN409782.1
Phaulacridium marginale	NA	JN409781.1
Phaulacridium marginale	NA	JN409779.1
Phaulacridium marginale	NA	JN409776.1
Phaulacridium marginale	NA	JN409769.1
Phaulacridium marginale	NA	JN409768.1
Phaulacridium marginale	NA	JN409767.1
Phaulacridium marginale	NA	JN409764.1
Phaulacridium marginale	NA	JN409763.1
Phaulacridium marginale	NA	JN409759.1
Phaulacridium marginale	NA	JN409757.1
Phaulacridium marginale	NA	JN409746.1
Phaulacridium marginale	NA	JN409771.1
Phaulacridium marginale	NA	JN409758.1
Phaulacridium marginale	NA	JN409761.1
Phaulacridium marginale	NA	JN409754.1
Phaulacridium marginale	NA	JN409750.1
Phaulacridium marginale	NA	JN409745.1
Phaulacridium otagoense	NA	JN409807.1
Phaulacridium otagoense	NA	JN409809.1
Phaulacridium otagoense	NA	JN409806.1
Phaulacridium otagoense	NA	JN409811.1
Phaulacridium otagoense	NA	JN409808.1
Phaulacridium otagoense	NA	JN409816.1
Phaulacridium otagoense	NA	JN409813.1
Phaulacridium otagoense	NA	JN409810.1
Phaulacridium otagoense	NA	JN409812.1
Phaulacridium otagoense	NA	JN409815.1
Phaulacridium otagoense	NA	JN409814.1
Phymata americana	GBMNA10456-19	KC887526
Phymata americana	CNCHC155-11	NA
Phymata americana	CRHIE1108-16	MG404683
Phymata americana	CRHIA658-16	MG405240
Phymata americana	CRHIA654-16	MG399786
Phymata americana	BBPEC069-09	KR031030
Phymata americana	CNCHA068-11	KR042885
Phymata americana	CRHIE083-15	MG399707
Phymata americana	CRHIC704-16	MG403518
Phymata americana	HMCN342-08	KR561604
Phymata americana	GBMNB33313-20	MN136943
Phymata americana	CRHIE082-15	MG403988
Phymata americana	CRHIE1107-16	MG402284
Phymata americana	HMCN292-08	KR578086
Phymata americana	CRHIA655-16	MG403227
Phymata americana	CRHIC705-16	MG401484
Phymata americana	CRHIC703-16	MG403760
Phymata americana	CNCHC157-11	NA
Phymata americana	BBHCM483-10	KR567853
Phymata americana	CNCHA070-11	NA
Phymata americana	CRHIE1106-16	MG400516
Phymata americana	CRHIA656-16	MG404407
Phymata americana	CRHIE084-15	MG404070
Phymata americana	CRHIC701-16	MG403802
Phymata americana	CRHIC702-16	MG397927
Phymata americana	CNCHC152-11	KR030819
Phymata americana	BBHMA1624-12	NA
Phymata americana	CRHIE1105-16	MG404824
Phymata americana	CRHIA657-16	MG406618
Phymata americana	CNCHB1612-11	KR032964
Phymata americana	GBMHH20635-19	NC_036011
Phymata pennsylvanica	GBMNB33418-20	MN137007
Phymata pennsylvanica	GBMNB33419-20	MN137006
Phymata pennsylvanica	CNCHB1607-11	NA
Pseudochorthippus parallelus	TDAOE460-21	NA
Solenopsis invicta	GBMIN10137-12	HQ215540
Solenopsis invicta	GBAHF2311-19	DQ153014
Solenopsis invicta	ASANA477-06	NA
Solenopsis invicta	GBAH2060-06	DQ353293
Solenopsis invicta	BBFOA067-10	HQ928592
Solenopsis invicta	BBFOA271-10	HQ928779
Solenopsis invicta	BBHYA3843-12	NA
Solenopsis invicta	BBHYA3844-12	NA
Solenopsis invicta	BBHYA3845-12	NA
Solenopsis invicta	GBAHF3481-19	KP730067
Solenopsis invicta	GBMIN76593-17	KY120272
Solenopsis invicta	GBMNA19032-19	HQ215538
Solenopsis invicta	GBMNC44917-20	MT909544
Solenopsis invicta	GBMND18979-21	MK829063
Solenopsis invicta	GBMND18980-21	MW476848
Solenopsis invicta	GBMND64449-21	MW802192
Solenopsis invicta	GBMND64450-21	MZ362383
Solenopsis invicta	GBMND64451-21	MZ362394
Solenopsis invicta	GBMTG2330-16	NC_014672
Solenopsis invicta	GMAFP088-15	NA
Solenopsis invicta	USFOR123-10	NA
